"","created_on","l5","bedrooms","bathrooms","surface_total","surface_covered","price","property_type"
"42846","2020-10-08","San Isidro",3,3,174,174,290000,"Departamento"
"42847","2020-10-08","San Isidro",3,5,156,156,313302,"Departamento"
"42849","2020-10-08","Barranco",3,4,300,300,775000,"Departamento"
"42853","2020-10-08","Santiago de Surco",3,4,213,294,610000,"Departamento"
"42854","2020-10-08","San Isidro",3,3,174,174,290000,"Departamento"
"42856","2020-10-08","Santiago de Surco",3,5,254,254,440000,"Departamento"
"42858","2020-10-08","Barranco",3,3,106,106,190000,"Departamento"
"42860","2020-10-08","Magdalena Del Mar",3,3,110,110,210000,"Departamento"
"42861","2020-10-08","San Isidro",3,5,156,156,313302,"Departamento"
"42862","2020-10-08","Jesús María",3,3,225,225,206000,"Departamento"
"42880","2020-10-08","Chorrillos",4,3,171,171,450000,"Casa"
"42881","2020-10-08","San Miguel",4,2,168,90,207000,"Casa"
"42885","2020-10-08","San Isidro",4,5,178,178,346856,"Departamento"
"42889","2020-10-08","San Borja",4,4,165,210,579000,"Departamento"
"42892","2020-10-08","Carabayllo",5,5,110,120,180000,"Casa"
"42899","2020-10-08","San Juan de Lurigancho",6,3,270,120,139000,"Casa"
"42900","2020-10-08","Miraflores",6,6,468,302,779000,"Casa"
"42901","2020-10-08","San Juan de Lurigancho",6,4,510,170,280000,"Casa"
"42902","2020-10-08","San Juan de Lurigancho",6,3,270,120,139000,"Casa"
"42903","2020-10-08","La Molina",6,9,650,1022,1500000,"Casa"
"42904","2020-10-08","Chorrillos",6,4,220,178,150000,"Casa"
"42908","2020-10-08","Carabayllo",10,7,510,170,300000,"Casa"
"42909","2020-10-08","San Martín de Porres",14,5,478,120,270000,"Casa"
"43030","2021-08-05","San Miguel",3,2,75,75,104000,"Departamento"
"43032","2021-08-05","Santiago de Surco",3,4,245,245,488000,"Departamento"
"43129","2021-05-20","Los Olivos",3,1,110,127,138000,"Departamento"
"43132","2021-05-20","Miraflores",1,1,60,60,154000,"Departamento"
"43135","2021-05-20","Santiago de Surco",3,2,81,81,120000,"Departamento"
"43253","2020-11-11","Ate",2,1,52,52,55000,"Departamento"
"43254","2020-11-11","Ate",2,1,52,52,55000,"Departamento"
"43255","2020-11-11","Ate",2,1,69,69,75000,"Departamento"
"43256","2020-11-11","Ate",2,1,69,69,75000,"Departamento"
"43260","2020-11-11","Lince",3,1,113,113,139000,"Departamento"
"43264","2020-11-11","Rímac",2,1,82,82,79500,"Departamento"
"43272","2020-11-11","Miraflores",2,1,92,92,210000,"Departamento"
"43379","2020-11-11","Santiago de Surco",3,2,102,117,205000,"Departamento"
"43432","2020-11-11","Comas",4,3,200,200,175000,"Casa"
"43433","2020-11-11","Comas",4,3,200,200,175000,"Casa"
"43440","2020-11-11","Lurigancho",4,3,120,1008,195000,"Casa"
"43454","2020-11-11","San Miguel",3,3,103,103,160000,"Departamento"
"43458","2020-11-11","Jesús María",5,3,140,165,115000,"Casa"
"43477","2020-11-11","San Borja",4,4,250,127,550000,"Departamento"
"43480","2020-11-11","Miraflores",3,4,136,136,283605,"Departamento"
"43481","2020-11-11","Miraflores",3,4,136,136,284970,"Departamento"
"43496","2020-11-11","Miraflores",4,5,201,263,495000,"Departamento"
"43497","2020-11-11","Miraflores",4,5,200,274,498000,"Departamento"
"43509","2020-11-11","Santiago de Surco",5,6,340,164,320000,"Casa"
"43510","2020-11-11","Santiago de Surco",5,6,340,164,320000,"Casa"
"43692","2020-12-20","Barranco",1,2,72,72,160000,"Departamento"
"43848","2021-08-18","Miraflores",4,4,200,300,450000,"Departamento"
"43849","2021-08-18","San Isidro",3,4,200,200,460000,"Departamento"
"44322","2021-06-19","Lurín",2,2,89,89,135000,"Departamento"
"44323","2021-06-19","Miraflores",2,3,109,121,250000,"Departamento"
"44338","2021-06-19","San Martín de Porres",3,3,300,123,270000,"Casa"
"44339","2021-06-19","Carabayllo",3,3,104,92,70000,"Casa"
"44342","2021-06-19","San Isidro",3,2,87,87,178000,"Departamento"
"44349","2021-06-19","San Martín de Porres",4,2,200,160,130000,"Casa"
"44350","2021-06-19","Santiago de Surco",4,3,183,270,420000,"Departamento"
"44403","2020-12-17","Ate",6,3,220,178,139000,"Casa"
"44409","2020-12-17","La Molina",4,4,675,945,1400000,"Casa"
"44420","2020-12-17","La Victoria",14,4,110,110,179000,"Casa"
"44423","2020-12-17","Santiago de Surco",2,1,100,100,160000,"Casa"
"44675","2020-12-17","La Victoria",1,1,47,47,42000,"Departamento"
"44701","2020-12-17","Santiago de Surco",3,3,98,98,135000,"Departamento"
"44901","2020-09-28","Surquillo",1,1,44,44,112500,"Departamento"
"44912","2020-09-28","Comas",2,1,74,74,50000,"Departamento"
"44917","2020-09-28","San Juan de Lurigancho",2,1,142,142,230000,"Departamento"
"45026","2020-09-28","Chaclacayo",3,2,94,276,136000,"Casa"
"45027","2020-09-28","Chaclacayo",3,2,94,276,139000,"Casa"
"45029","2020-09-28","San Juan de Miraflores",1,2,52,52,42000,"Departamento"
"45030","2020-09-28","Pueblo Libre",2,2,55,55,79990,"Departamento"
"45031","2020-09-28","Pueblo Libre",2,2,55,55,79990,"Departamento"
"45037","2020-09-28","Ate",2,2,75,75,95000,"Departamento"
"45041","2020-09-28","Santiago de Surco",3,2,79,79,179500,"Departamento"
"45050","2020-09-28","San Miguel",3,2,83,83,90000,"Departamento"
"45052","2020-09-28","San Juan de Lurigancho",3,2,90,90,75000,"Departamento"
"45055","2020-09-28","San Juan de Lurigancho",3,2,107,107,195000,"Departamento"
"45058","2020-09-28","San Martín de Porres",3,2,120,120,150000,"Casa"
"45059","2020-09-28","Ate",3,2,127,127,119000,"Departamento"
"45061","2020-09-28","Rímac",3,2,88,173,100000,"Departamento"
"45067","2020-09-28","San Borja",3,2,198,212,350000,"Departamento"
"45123","2020-09-28","Ate",4,3,105,105,100000,"Departamento"
"45127","2020-09-28","Miraflores",3,3,126,126,315000,"Departamento"
"45128","2020-09-28","Miraflores",3,3,126,126,315000,"Departamento"
"45131","2020-09-28","San Isidro",3,3,140,140,330000,"Departamento"
"45132","2020-09-28","San Isidro",3,3,140,140,330000,"Departamento"
"45159","2020-09-28","Santiago de Surco",3,4,121,121,235000,"Departamento"
"45160","2020-09-28","Santiago de Surco",3,4,121,121,235000,"Departamento"
"45161","2020-09-28","San Miguel",8,4,430,180,439000,"Casa"
"45162","2020-09-28","San Miguel",8,4,430,180,439000,"Casa"
"45177","2020-09-28","Punta Negra",5,7,235,351,350000,"Casa"
"45185","2021-07-12","Santa Anita",3,3,240,210,299000,"Casa"
"45189","2021-07-12","San Juan de Lurigancho",5,2,264,106,120000,"Casa"
"45240","2021-07-12","San Miguel",4,2,84,84,125000,"Departamento"
"45254","2021-07-12","Santiago de Surco",3,3,155,155,233160,"Departamento"
"45309","2021-04-26","San Isidro",5,4,323,119,490000,"Casa"
"45432","2021-04-26","Barranco",2,2,88,88,230000,"Departamento"
"45439","2021-04-26","La Molina",3,3,144,206,250000,"Departamento"
"45459","2021-04-26","Los Olivos",2,1,67,77,80000,"Departamento"
"45484","2021-04-26","San Isidro",2,2,133,133,330000,"Departamento"
"45722","2021-03-05","Ate",2,2,75,75,90000,"Departamento"
"45723","2021-03-05","Ate",2,2,75,75,85000,"Departamento"
"45724","2021-03-05","Ate",2,2,75,75,98000,"Departamento"
"45725","2021-03-05","Ate",2,2,75,75,85000,"Departamento"
"45726","2021-03-05","Ate",2,2,75,75,95000,"Departamento"
"45727","2021-03-05","Ate",2,2,75,75,93000,"Departamento"
"45728","2021-03-05","Ate",2,2,75,75,90000,"Departamento"
"45729","2021-03-05","Ate",2,2,75,75,93000,"Departamento"
"45730","2021-03-05","Miraflores",2,2,79,79,143000,"Departamento"
"45731","2021-03-05","San Miguel",3,2,81,81,115000,"Departamento"
"45732","2021-03-05","Ate",3,2,90,90,115000,"Departamento"
"45733","2021-03-05","San Isidro",2,2,92,92,210000,"Departamento"
"45737","2021-03-05","Santiago de Surco",3,3,135,135,235000,"Departamento"
"45738","2021-03-05","San Isidro",3,4,136,136,284970,"Departamento"
"46008","2021-04-13","La Molina",3,2,100,100,150000,"Departamento"
"46030","2021-04-13","San Isidro",3,3,134,234,450000,"Departamento"
"46055","2021-04-13","Santiago de Surco",3,4,153,209,390000,"Departamento"
"46179","2021-07-27","La Molina",4,2,240,160,345000,"Casa"
"46263","2021-07-27","Ate",2,2,113,113,110000,"Departamento"
"46542","2021-01-30","La Molina",6,4,167,167,378000,"Casa"
"46775","2021-01-30","Surquillo",3,3,85,85,168000,"Departamento"
"46776","2021-01-30","Chorrillos",3,2,128,68,60000,"Departamento"
"46859","2021-01-30","Santiago de Surco",3,4,206,206,390000,"Departamento"
"46907","2020-10-05","Miraflores",4,4,126,125,320000,"Departamento"
"46908","2020-10-05","Miraflores",2,3,114,117,365000,"Departamento"
"46909","2020-10-05","San Isidro",3,2,199,328,570000,"Departamento"
"46910","2020-10-05","San Isidro",1,2,100,159,285000,"Departamento"
"46912","2020-10-05","El Agustino",3,1,62,62,53000,"Departamento"
"46913","2020-10-05","El Agustino",4,2,225,217,179000,"Casa"
"46914","2020-10-05","San Borja",5,4,545,293,640000,"Casa"
"46915","2020-10-05","Lima Cercado",5,4,213,157,235000,"Casa"
"46917","2020-10-05","Jesús María",2,1,68,68,113800,"Departamento"
"47240","2020-10-05","Barranco",1,1,17,28,98000,"Departamento"
"47241","2020-10-05","Barranco",1,1,17,28,95000,"Departamento"
"47258","2020-10-05","Puente Piedra",2,2,78,80,47000,"Departamento"
"47261","2020-10-05","San Miguel",2,2,86,86,110000,"Departamento"
"47279","2020-10-05","Chorrillos",3,2,110,110,135000,"Departamento"
"47280","2020-10-05","Chorrillos",3,2,110,110,135000,"Departamento"
"47286","2020-10-05","Chorrillos",3,2,106,127,145000,"Departamento"
"47287","2020-10-05","Chorrillos",3,2,106,127,145000,"Departamento"
"47291","2020-10-05","Puente Piedra",0,2,153,153,55000,"Casa"
"47292","2020-10-05","Miraflores",3,4,180,180,469000,"Departamento"
"47303","2020-08-07","San Borja",6,6,470,320,650000,"Casa"
"47305","2020-08-07","Santiago de Surco",4,3,128,122,190000,"Casa"
"47309","2020-08-07","Santiago de Surco",5,5,526,800,2650000,"Casa"
"47310","2020-08-07","Miraflores",5,5,360,360,700000,"Casa"
"47339","2020-08-07","Miraflores",3,4,280,360,520000,"Departamento"
"47340","2020-08-07","Miraflores",5,6,319,489,1400000,"Departamento"
"47344","2020-08-07","Carabayllo",3,1,57,57,32000,"Departamento"
"47348","2020-08-07","San Juan de Lurigancho",4,1,127,126,145000,"Departamento"
"47607","2020-08-07","Lima Cercado",2,2,53,53,81000,"Departamento"
"47608","2020-08-07","San Miguel",2,1,53,53,68000,"Departamento"
"47610","2020-08-07","San Isidro",3,3,311,311,1200000,"Departamento"
"47617","2020-08-07","San Juan de Lurigancho",2,1,62,62,55000,"Departamento"
"47618","2020-08-07","Punta Negra",2,2,62,68,150000,"Departamento"
"47619","2020-08-07","Santiago de Surco",3,2,67,67,93000,"Departamento"
"47620","2020-08-07","Santiago de Surco",3,2,67,67,90000,"Departamento"
"47621","2020-08-07","Surquillo",3,2,70,70,95000,"Departamento"
"47625","2020-08-07","La Molina",4,5,1100,1515,1440000,"Casa"
"47626","2020-08-07","La Molina",4,5,1100,1515,1440000,"Casa"
"47627","2020-08-07","Barranco",2,1,77,77,150000,"Departamento"
"47628","2020-08-07","Barranco",2,1,77,77,169000,"Departamento"
"47638","2020-08-07","Carabayllo",3,2,90,90,69000,"Departamento"
"47639","2020-08-07","Carabayllo",3,2,90,90,67000,"Departamento"
"47640","2020-08-07","Carabayllo",3,2,90,90,62000,"Departamento"
"47644","2020-08-07","Jesús María",3,3,97,97,178000,"Departamento"
"47651","2020-08-07","Santiago de Surco",3,2,105,135,245000,"Departamento"
"47652","2020-08-07","Santiago de Surco",2,2,105,105,200000,"Departamento"
"47656","2020-08-07","San Juan de Miraflores",3,1,110,110,42000,"Departamento"
"47660","2020-08-07","Santiago de Surco",3,2,112,112,200000,"Departamento"
"47661","2020-08-07","Villa el Salvador",3,1,120,120,70000,"Casa"
"47667","2020-08-07","La Victoria",3,2,135,135,94900,"Departamento"
"47675","2020-08-07","San Juan de Lurigancho",4,2,180,90,80000,"Casa"
"47676","2020-08-07","Comas",3,2,180,196,160000,"Casa"
"47678","2020-08-07","Santiago de Surco",3,4,180,189,360000,"Departamento"
"47679","2020-08-07","Santiago de Surco",6,2,200,119,155000,"Casa"
"47683","2020-08-07","Santiago de Surco",3,5,231,231,570000,"Departamento"
"47684","2020-08-07","Santiago de Surco",3,5,231,231,570000,"Departamento"
"47685","2020-08-07","San Juan de Lurigancho",12,6,250,200,320000,"Casa"
"47687","2020-08-07","Lima Cercado",4,3,250,250,380000,"Casa"
"47690","2020-08-07","Santiago de Surco",3,5,253,253,500000,"Departamento"
"47735","2020-08-07","Santiago de Surco",3,3,170,170,295000,"Departamento"
"47797","2020-08-07","La Victoria",3,2,135,135,94900,"Casa"
"47823","2020-08-07","Comas",3,2,85,85,74620,"Departamento"
"47824","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47825","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47826","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47827","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47828","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47829","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47830","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47831","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47832","2020-08-07","Comas",3,3,75,75,65900,"Departamento"
"47833","2020-08-07","Comas",3,2,75,75,65900,"Departamento"
"47834","2020-08-07","Comas",3,2,75,85,74620,"Departamento"
"47920","2021-08-01","San Isidro",3,3,156,156,290000,"Departamento"
"47924","2021-08-01","Punta Hermosa",4,4,211,160,600000,"Casa"
"48170","2020-08-03","Santiago de Surco",4,4,188,280,360000,"Departamento"
"48171","2020-08-03","Surquillo",1,2,59,59,60000,"Departamento"
"48172","2020-08-03","Surquillo",1,2,59,59,60000,"Departamento"
"48173","2020-08-03","Lima Cercado",2,1,68,68,70000,"Departamento"
"48174","2020-08-03","San Juan de Miraflores",2,1,76,76,77000,"Departamento"
"48176","2020-08-03","San Juan de Miraflores",2,2,76,81,92000,"Departamento"
"48177","2020-08-03","San Miguel",3,2,87,87,123000,"Departamento"
"48178","2020-08-03","Santiago de Surco",3,3,98,98,179999,"Departamento"
"48182","2020-08-03","Carabayllo",3,2,110,110,85000,"Departamento"
"48183","2020-08-03","Carabayllo",3,2,110,110,75000,"Departamento"
"48185","2020-08-03","Lurigancho",8,6,480,120,200000,"Casa"
"48186","2020-08-03","Lurigancho",8,6,480,120,159000,"Casa"
"48192","2020-08-03","Santiago de Surco",1,1,109,134,230000,"Departamento"
"48330","2021-06-05","Miraflores",3,2,101,101,208000,"Departamento"
"48334","2021-06-05","Santiago de Surco",3,4,178,178,340000,"Departamento"
"48393","2021-08-02","La Molina",10,10,919,1037,3000000,"Casa"
"48397","2021-08-02","San Borja",4,5,229,287,450000,"Departamento"
"48403","2021-08-02","Miraflores",2,2,79,79,120000,"Departamento"
"48414","2021-08-02","San Miguel",3,3,72,72,112000,"Departamento"
"48417","2021-08-02","Lima Cercado",7,3,237,163,245000,"Casa"
"48422","2021-08-02","Santiago de Surco",3,2,90,90,165000,"Departamento"
"48468","2021-02-03","Lurín",4,4,163,284,134000,"Casa"
"48469","2021-02-03","Lurín",4,4,284,121,131000,"Casa"
"48470","2021-02-03","La Molina",4,4,500,500,800000,"Casa"
"48490","2021-02-03","Puente Piedra",2,1,112,268,90000,"Casa"
"48499","2021-02-03","Santiago de Surco",8,7,600,421,625000,"Casa"
"48503","2021-02-03","San Juan de Lurigancho",9,5,252,240,180000,"Casa"
"48505","2021-02-03","Villa María del Triunfo",3,2,200,89,70000,"Casa"
"48636","2021-02-03","Barranco",1,2,88,88,185000,"Departamento"
"48637","2021-02-03","Barranco",2,2,88,88,230000,"Departamento"
"48638","2021-02-03","Barranco",2,2,88,88,230000,"Departamento"
"48643","2021-02-03","La Molina",3,2,110,110,187000,"Departamento"
"48651","2021-02-03","Surquillo",4,4,127,127,250000,"Departamento"
"48701","2021-02-03","Jesús María",3,2,95,95,190000,"Departamento"
"48785","2021-02-03","San Juan de Miraflores",3,1,64,64,83000,"Departamento"
"48816","2020-09-25","Lurín",6,2,210,172,116000,"Casa"
"48817","2020-09-25","Lurigancho",3,3,200,192,270000,"Casa"
"48819","2020-09-25","La Molina",4,4,450,1155,1350000,"Casa"
"48820","2020-09-25","La Molina",4,5,340,380,595000,"Casa"
"48822","2020-09-25","Chorrillos",4,3,148,159,190000,"Casa"
"48836","2020-09-25","Breña",2,1,70,70,59000,"Departamento"
"48841","2020-09-25","Santiago de Surco",3,5,197,309,455000,"Departamento"
"48843","2020-09-25","Miraflores",3,4,126,126,285000,"Departamento"
"48844","2020-09-25","San Isidro",3,4,153,153,275000,"Departamento"
"49261","2020-09-25","Santiago de Surco",3,2,82,82,122000,"Departamento"
"49262","2020-09-25","Surquillo",2,2,84,84,145000,"Departamento"
"49263","2020-09-25","Surquillo",2,2,84,84,147000,"Departamento"
"49265","2020-09-25","Miraflores",2,3,85,85,190000,"Departamento"
"49267","2020-09-25","Surquillo",3,2,86,86,165000,"Departamento"
"49273","2020-09-25","Rímac",0,2,98,98,105000,"Departamento"
"49278","2020-09-25","Pueblo Libre",5,4,80,101,290000,"Casa"
"49288","2020-09-25","San Isidro",2,2,110,110,260000,"Departamento"
"49293","2020-09-25","Pueblo Libre",9,5,114,114,160000,"Casa"
"49294","2020-09-25","Lima Cercado",3,2,93,114,120000,"Departamento"
"49295","2020-09-25","Pueblo Libre",9,5,114,114,165000,"Departamento"
"49298","2020-09-25","Miraflores",2,4,123,123,255000,"Departamento"
"49306","2020-09-25","Santiago de Surco",4,3,117,151,149000,"Departamento"
"49307","2020-09-25","Santiago de Surco",4,3,117,151,158000,"Departamento"
"49308","2020-09-25","Santiago de Surco",5,5,350,160,295000,"Casa"
"49311","2020-09-25","Miraflores",3,3,180,180,305000,"Departamento"
"49312","2020-09-25","Miraflores",3,3,174,184,350000,"Departamento"
"49313","2020-09-25","Miraflores",3,3,174,184,350000,"Departamento"
"49314","2020-09-25","Villa María del Triunfo",12,8,365,190,126500,"Casa"
"49315","2020-09-25","Villa María del Triunfo",10,8,365,190,126500,"Casa"
"49673","2021-05-21","Lurín",7,4,700,10000,1900000,"Casa"
"49683","2021-05-21","La Molina",4,5,500,1008,1400000,"Casa"
"49684","2021-05-21","La Molina",6,6,302,302,550000,"Casa"
"49694","2021-05-21","Carabayllo",3,3,114,78,60000,"Casa"
"49697","2021-05-21","San Martín de Porres",6,5,120,98,400000,"Casa"
"49725","2021-05-21","Lima Cercado",4,3,250,250,380000,"Casa"
"49730","2021-05-21","Miraflores",2,4,187,187,320000,"Departamento"
"49732","2021-05-21","San Isidro",3,3,143,143,310000,"Departamento"
"49734","2021-05-21","Miraflores",3,2,134,134,385000,"Departamento"
"50152","2020-09-26","Miraflores",0,4,355,268,770000,"Casa"
"50161","2020-09-26","San Martín de Porres",0,1,53,53,72000,"Departamento"
"50198","2020-09-26","Villa el Salvador",2,1,61,62,55000,"Departamento"
"50199","2020-09-26","San Borja",2,1,90,90,110000,"Departamento"
"50202","2020-09-26","San Juan de Miraflores",3,5,360,160,330000,"Casa"
"50207","2020-09-26","Santiago de Surco",3,1,97,120,195000,"Casa"
"50224","2020-09-26","San Juan de Lurigancho",3,2,100,100,76000,"Departamento"
"50248","2020-09-26","Santiago de Surco",3,5,285,355,650000,"Departamento"
"50259","2020-09-26","Santiago de Surco",4,3,254,240,310000,"Casa"
"50260","2020-09-26","Santiago de Surco",4,3,254,240,310000,"Casa"
"50261","2020-09-26","La Victoria",4,3,144,105,200000,"Casa"
"50262","2020-09-26","La Victoria",4,3,144,105,200000,"Casa"
"50263","2020-09-26","Carabayllo",4,3,92,92,85000,"Casa"
"50277","2020-09-26","San Juan de Miraflores",6,3,264,160,160000,"Casa"
"50278","2020-09-26","Villa María del Triunfo",7,3,306,102,100000,"Casa"
